language,number,constructions
artificial_language_g1_39_m3_m4,51,((7 * 7) + 2)
artificial_language_g1_39_m3_m4,52,((7 * 7) + 3)
artificial_language_g1_39_m3_m4,53,((7 * 7) + 4)
artificial_language_g1_39_m3_m4,54,((7 * 7) + 5)
artificial_language_g1_39_m3_m4,55,((7 * 7) + 6)
artificial_language_g1_39_m3_m4,56,((7 + 1) * 7)
artificial_language_g1_39_m3_m4,57,(((7 + 1) * 7) + 1)
artificial_language_g1_39_m3_m4,58,(((7 + 1) * 7) + 2)
artificial_language_g1_39_m3_m4,59,(((7 + 1) * 7) + 3)
artificial_language_g1_39_m3_m4,60,(((7 + 1) * 7) + 4)
artificial_language_g1_39_m3_m4,61,(((7 + 1) * 7) + 5)
artificial_language_g1_39_m3_m4,62,(((7 + 1) * 7) + 6)
artificial_language_g1_39_m3_m4,63,((7 + 2) * 7)
artificial_language_g1_39_m3_m4,64,(((7 + 2) * 7) + 1)
artificial_language_g1_39_m3_m4,65,(((7 + 2) * 7) + 2)
artificial_language_g1_39_m3_m4,66,(((7 + 2) * 7) + 3)
artificial_language_g1_39_m3_m4,67,(((7 + 2) * 7) + 4)
artificial_language_g1_39_m3_m4,68,(((7 + 2) * 7) + 5)
artificial_language_g1_39_m3_m4,69,(((7 + 2) * 7) + 6)
artificial_language_g1_39_m3_m4,70,((7 + 3) * 7)
artificial_language_g1_39_m3_m4,71,(((7 + 3) * 7) + 1)
artificial_language_g1_39_m3_m4,72,(((7 + 3) * 7) + 2)
artificial_language_g1_39_m3_m4,73,(((7 + 3) * 7) + 3)
artificial_language_g1_39_m3_m4,74,(((7 + 3) * 7) + 4)
artificial_language_g1_39_m3_m4,75,(((7 + 3) * 7) + 5)
artificial_language_g1_39_m3_m4,76,(((7 + 3) * 7) + 6)
artificial_language_g1_39_m3_m4,77,((7 + 4) * 7)
artificial_language_g1_39_m3_m4,78,(((7 + 4) * 7) + 1)
artificial_language_g1_39_m3_m4,79,(((7 + 4) * 7) + 2)
artificial_language_g1_39_m3_m4,80,(((7 + 4) * 7) + 3)
artificial_language_g1_39_m3_m4,81,(((7 + 4) * 7) + 4)
artificial_language_g1_39_m3_m4,82,(((7 + 4) * 7) + 5)
artificial_language_g1_39_m3_m4,83,(((7 + 4) * 7) + 6)
artificial_language_g1_39_m3_m4,84,((7 + 5) * 7)
artificial_language_g1_39_m3_m4,85,(((7 + 5) * 7) + 1)
artificial_language_g1_39_m3_m4,86,(((7 + 5) * 7) + 2)
artificial_language_g1_39_m3_m4,87,(((7 + 5) * 7) + 3)
artificial_language_g1_39_m3_m4,88,(((7 + 5) * 7) + 4)
artificial_language_g1_39_m3_m4,89,(((7 + 5) * 7) + 5)
artificial_language_g1_39_m3_m4,90,(((7 + 5) * 7) + 6)
artificial_language_g1_39_m3_m4,91,((7 + 6) * 7)
artificial_language_g1_39_m3_m4,92,(((7 + 6) * 7) + 1)
artificial_language_g1_39_m3_m4,93,(((7 + 6) * 7) + 2)
artificial_language_g1_39_m3_m4,94,(((7 + 6) * 7) + 3)
artificial_language_g1_39_m3_m4,95,(((7 + 6) * 7) + 4)
artificial_language_g1_39_m3_m4,96,(((7 + 6) * 7) + 5)
artificial_language_g1_39_m3_m4,97,(((7 + 6) * 7) + 6)
artificial_language_g1_39_m3_m4,98,((2 * 7) * 7)
artificial_language_g1_39_m3_m4,99,(((2 * 7) * 7) + 1)
artificial_language_g5_17,1,1
artificial_language_g5_17,2,2
artificial_language_g5_17,3,3
artificial_language_g5_17,4,4
artificial_language_g5_17,5,5
artificial_language_g5_17,6,6
artificial_language_g5_17,7,7
artificial_language_g5_17,8,8
artificial_language_g5_17,9,9
artificial_language_g5_17,10,(9 + 1)
artificial_language_g5_17,11,(9 + 2)
artificial_language_g5_17,12,(9 + 3)
artificial_language_g5_17,13,(9 + 4)
artificial_language_g5_17,14,(9 + 5)
artificial_language_g5_17,15,(9 + 6)
artificial_language_g5_17,16,(9 + 7)
artificial_language_g5_17,17,(9 + 8)
artificial_language_g5_17,18,(2 * 9)
artificial_language_g5_17,19,((2 * 9) + 1)
artificial_language_g5_17,20,((2 * 9) + 2)
artificial_language_g5_17,21,((2 * 9) + 3)
artificial_language_g5_17,22,((2 * 9) + 4)
artificial_language_g5_17,23,((2 * 9) + 5)
artificial_language_g5_17,24,((2 * 9) + 6)
artificial_language_g5_17,25,((2 * 9) + 7)
artificial_language_g5_17,26,((2 * 9) + 8)
artificial_language_g5_17,27,(3 * 9)
artificial_language_g5_17,28,((3 * 9) + 1)
artificial_language_g5_17,29,((3 * 9) + 2)
artificial_language_g5_17,30,((3 * 9) + 3)
artificial_language_g5_17,31,((3 * 9) + 4)
artificial_language_g5_17,32,((3 * 9) + 5)
artificial_language_g5_17,33,((3 * 9) + 6)
artificial_language_g5_17,34,((3 * 9) + 7)
artificial_language_g5_17,35,((3 * 9) + 8)
artificial_language_g5_17,36,(4 * 9)
artificial_language_g5_17,37,((4 * 9) + 1)
artificial_language_g5_17,38,((4 * 9) + 2)
artificial_language_g5_17,39,((4 * 9) + 3)
artificial_language_g5_17,40,((4 * 9) + 4)
artificial_language_g5_17,41,((4 * 9) + 5)
artificial_language_g5_17,42,((4 * 9) + 6)
artificial_language_g5_17,43,((4 * 9) + 7)
artificial_language_g5_17,44,((4 * 9) + 8)
artificial_language_g5_17,45,(5 * 9)
artificial_language_g5_17,46,((5 * 9) + 1)
artificial_language_g5_17,47,((5 * 9) + 2)
artificial_language_g5_17,48,((5 * 9) + 3)
artificial_language_g5_17,49,((5 * 9) + 4)
artificial_language_g5_17,50,((5 * 9) + 5)
artificial_language_g5_17,51,((5 * 9) + 6)
artificial_language_g5_17,52,((5 * 9) + 7)
artificial_language_g5_17,53,((5 * 9) + 8)
artificial_language_g5_17,54,(6 * 9)
artificial_language_g5_17,55,((6 * 9) + 1)
artificial_language_g5_17,56,((6 * 9) + 2)
artificial_language_g5_17,57,((6 * 9) + 3)
artificial_language_g5_17,58,((6 * 9) + 4)
artificial_language_g5_17,59,((6 * 9) + 5)
artificial_language_g5_17,60,((6 * 9) + 6)
artificial_language_g5_17,61,((6 * 9) + 7)
artificial_language_g5_17,62,((6 * 9) + 8)
artificial_language_g5_17,63,(7 * 9)
artificial_language_g5_17,64,((7 * 9) + 1)
artificial_language_g5_17,65,((7 * 9) + 2)
artificial_language_g5_17,66,((7 * 9) + 3)
artificial_language_g5_17,67,((7 * 9) + 4)
artificial_language_g5_17,68,((7 * 9) + 5)
artificial_language_g5_17,69,((7 * 9) + 6)
artificial_language_g5_17,70,((7 * 9) + 7)
artificial_language_g5_17,71,((7 * 9) + 8)
artificial_language_g5_17,72,(8 * 9)
artificial_language_g5_17,73,((8 * 9) + 1)
artificial_language_g5_17,74,((8 * 9) + 2)
artificial_language_g5_17,75,((8 * 9) + 3)
artificial_language_g5_17,76,((8 * 9) + 4)
artificial_language_g5_17,77,((8 * 9) + 5)
artificial_language_g5_17,78,((8 * 9) + 6)
artificial_language_g5_17,79,((8 * 9) + 7)
artificial_language_g5_17,80,((8 * 9) + 8)
artificial_language_g5_17,81,(9 * 9)
artificial_language_g5_17,82,((9 * 9) + 1)
artificial_language_g5_17,83,((9 * 9) + 2)
artificial_language_g5_17,84,((9 * 9) + 3)
artificial_language_g5_17,85,((9 * 9) + 4)
artificial_language_g5_17,86,((9 * 9) + 5)
artificial_language_g5_17,87,((9 * 9) + 6)
artificial_language_g5_17,88,((9 * 9) + 7)
artificial_language_g5_17,89,((9 * 9) + 8)
artificial_language_g5_17,90,((9 + 1) * 9)
artificial_language_g5_17,91,(((9 + 1) * 9) + 1)
artificial_language_g5_17,92,(((9 + 1) * 9) + 2)
artificial_language_g5_17,93,(((9 + 1) * 9) + 3)
artificial_language_g5_17,94,(((9 + 1) * 9) + 4)
artificial_language_g5_17,95,(((9 + 1) * 9) + 5)
artificial_language_g5_17,96,(((9 + 1) * 9) + 6)
artificial_language_g5_17,97,(((9 + 1) * 9) + 7)
artificial_language_g5_17,98,(((9 + 1) * 9) + 8)
artificial_language_g5_17,99,((9 + 2) * 9)
artificial_language_g0_7_m6,1,1
artificial_language_g0_7_m6,2,2
artificial_language_g0_7_m6,3,(2 + 1)
artificial_language_g0_7_m6,4,(2 * 2)
artificial_language_g0_7_m6,5,((2 * 2) + 1)
artificial_language_g0_7_m6,6,((2 + 1) * 2)
artificial_language_g0_7_m6,7,(((2 + 1) * 2) + 1)
artificial_language_g0_7_m6,8,((2 * 2) * 2)
artificial_language_g0_7_m6,9,(((2 * 2) * 2) + 1)
artificial_language_g0_7_m6,10,(((2 * 2) + 1) * 2)
artificial_language_g0_7_m6,11,((((2 * 2) + 1) * 2) + 1)
artificial_language_g0_7_m6,12,(((2 + 1) * 2) * 2)
artificial_language_g0_7_m6,13,((((2 + 1) * 2) * 2) + 1)
artificial_language_g0_7_m6,14,((((2 + 1) * 2) + 1) * 2)
artificial_language_g0_7_m6,15,(((((2 + 1) * 2) + 1) * 2) + 1)
artificial_language_g0_7_m6,16,(((2 * 2) * 2) * 2)
artificial_language_g0_7_m6,17,((((2 * 2) * 2) * 2) + 1)
artificial_language_g0_7_m6,18,((((2 * 2) * 2) + 1) * 2)
artificial_language_g0_7_m6,19,(((((2 * 2) * 2) + 1) * 2) + 1)
artificial_language_g0_7_m6,20,((((2 * 2) + 1) * 2) * 2)
artificial_language_g0_7_m6,21,(((((2 * 2) + 1) * 2) * 2) + 1)
artificial_language_g0_7_m6,22,(((((2 * 2) + 1) * 2) + 1) * 2)
artificial_language_g0_7_m6,23,((((((2 * 2) + 1) * 2) + 1) * 2) + 1)
artificial_language_g0_7_m6,24,((((2 + 1) * 2) * 2) * 2)
artificial_language_g0_7_m6,25,(((((2 + 1) * 2) * 2) * 2) + 1)
artificial_language_g0_7_m6,26,(((((2 + 1) * 2) * 2) + 1) * 2)
artificial_language_g0_7_m6,27,((((((2 + 1) * 2) * 2) + 1) * 2) + 1)
artificial_language_g0_7_m6,28,(((((2 + 1) * 2) + 1) * 2) * 2)
artificial_language_g0_7_m6,29,((((((2 + 1) * 2) + 1) * 2) * 2) + 1)
artificial_language_g0_7_m6,30,((((((2 + 1) * 2) + 1) * 2) + 1) * 2)
artificial_language_g0_7_m6,31,(((((((2 + 1) * 2) + 1) * 2) + 1) * 2) + 1)
artificial_language_g0_7_m6,32,((((2 * 2) * 2) * 2) * 2)
artificial_language_g0_7_m6,33,(((((2 * 2) * 2) * 2) * 2) + 1)
artificial_language_g0_7_m6,34,(((((2 * 2) * 2) * 2) + 1) * 2)
artificial_language_g0_7_m6,35,((((((2 * 2) * 2) * 2) + 1) * 2) + 1)
artificial_language_g0_7_m6,36,(((((2 * 2) * 2) + 1) * 2) * 2)
artificial_language_g0_7_m6,37,((((((2 * 2) * 2) + 1) * 2) * 2) + 1)
artificial_language_g0_7_m6,38,((((((2 * 2) * 2) + 1) * 2) + 1) * 2)
artificial_language_g0_7_m6,39,(((((((2 * 2) * 2) + 1) * 2) + 1) * 2) + 1)
artificial_language_g0_7_m6,40,(((((2 * 2) + 1) * 2) * 2) * 2)
artificial_language_g0_7_m6,41,((((((2 * 2) + 1) * 2) * 2) * 2) + 1)
artificial_language_g0_7_m6,42,((((((2 * 2) + 1) * 2) * 2) + 1) * 2)
artificial_language_g0_7_m6,43,(((((((2 * 2) + 1) * 2) * 2) + 1) * 2) + 1)
artificial_language_g0_7_m6,44,((((((2 * 2) + 1) * 2) + 1) * 2) * 2)
artificial_language_g0_7_m6,45,(((((((2 * 2) + 1) * 2) + 1) * 2) * 2) + 1)
artificial_language_g0_7_m6,46,(((((((2 * 2) + 1) * 2) + 1) * 2) + 1) * 2)
artificial_language_g0_7_m6,47,((((((((2 * 2) + 1) * 2) + 1) * 2) + 1) * 2) + 1)
artificial_language_g0_7_m6,48,(((((2 + 1) * 2) * 2) * 2) * 2)
artificial_language_g0_7_m6,49,((((((2 + 1) * 2) * 2) * 2) * 2) + 1)
artificial_language_g0_7_m6,50,((((((2 + 1) * 2) * 2) * 2) + 1) * 2)
artificial_language_g0_7_m6,51,(((((((2 + 1) * 2) * 2) * 2) + 1) * 2) + 1)
artificial_language_g0_7_m6,52,((((((2 + 1) * 2) * 2) + 1) * 2) * 2)
artificial_language_g0_7_m6,53,(((((((2 + 1) * 2) * 2) + 1) * 2) * 2) + 1)
artificial_language_g0_7_m6,54,(((((((2 + 1) * 2) * 2) + 1) * 2) + 1) * 2)
artificial_language_g0_7_m6,55,((((((((2 + 1) * 2) * 2) + 1) * 2) + 1) * 2) + 1)
artificial_language_g0_7_m6,56,((((((2 + 1) * 2) + 1) * 2) * 2) * 2)
artificial_language_g0_7_m6,57,(((((((2 + 1) * 2) + 1) * 2) * 2) * 2) + 1)
artificial_language_g0_7_m6,58,(((((((2 + 1) * 2) + 1) * 2) * 2) + 1) * 2)
artificial_language_g0_7_m6,59,((((((((2 + 1) * 2) + 1) * 2) * 2) + 1) * 2) + 1)
artificial_language_g0_7_m6,60,(((((((2 + 1) * 2) + 1) * 2) + 1) * 2) * 2)
artificial_language_g0_7_m6,61,((((((((2 + 1) * 2) + 1) * 2) + 1) * 2) * 2) + 1)
artificial_language_g0_7_m6,62,((((((((2 + 1) * 2) + 1) * 2) + 1) * 2) + 1) * 2)
artificial_language_g0_7_m6,63,(((((((((2 + 1) * 2) + 1) * 2) + 1) * 2) + 1) * 2) + 1)
artificial_language_g0_7_m6,64,(((((2 * 2) * 2) * 2) * 2) * 2)
artificial_language_g0_7_m6,65,((((((2 * 2) * 2) * 2) * 2) * 2) + 1)
artificial_language_g0_7_m6,66,((((((2 * 2) * 2) * 2) * 2) + 1) * 2)
artificial_language_g0_7_m6,67,(((((((2 * 2) * 2) * 2) * 2) + 1) * 2) + 1)
artificial_language_g0_7_m6,68,((((((2 * 2) * 2) * 2) + 1) * 2) * 2)
artificial_language_g0_7_m6,69,(((((((2 * 2) * 2) * 2) + 1) * 2) * 2) + 1)
artificial_language_g0_7_m6,70,(((((((2 * 2) * 2) * 2) + 1) * 2) + 1) * 2)
artificial_language_g0_7_m6,71,((((((((2 * 2) * 2) * 2) + 1) * 2) + 1) * 2) + 1)
artificial_language_g0_7_m6,72,((((((2 * 2) * 2) + 1) * 2) * 2) * 2)
artificial_language_g0_7_m6,73,(((((((2 * 2) * 2) + 1) * 2) * 2) * 2) + 1)
artificial_language_g0_7_m6,74,(((((((2 * 2) * 2) + 1) * 2) * 2) + 1) * 2)
artificial_language_g0_7_m6,75,((((((((2 * 2) * 2) + 1) * 2) * 2) + 1) * 2) + 1)
artificial_language_g0_7_m6,76,(((((((2 * 2) * 2) + 1) * 2) + 1) * 2) * 2)
artificial_language_g0_7_m6,77,((((((((2 * 2) * 2) + 1) * 2) + 1) * 2) * 2) + 1)
artificial_language_g0_7_m6,78,((((((((2 * 2) * 2) + 1) * 2) + 1) * 2) + 1) * 2)
artificial_language_g0_7_m6,79,(((((((((2 * 2) * 2) + 1) * 2) + 1) * 2) + 1) * 2) + 1)
artificial_language_g0_7_m6,80,((((((2 * 2) + 1) * 2) * 2) * 2) * 2)
artificial_language_g0_7_m6,81,(((((((2 * 2) + 1) * 2) * 2) * 2) * 2) + 1)
artificial_language_g0_7_m6,82,(((((((2 * 2) + 1) * 2) * 2) * 2) + 1) * 2)
artificial_language_g0_7_m6,83,((((((((2 * 2) + 1) * 2) * 2) * 2) + 1) * 2) + 1)
artificial_language_g0_7_m6,84,(((((((2 * 2) + 1) * 2) * 2) + 1) * 2) * 2)
artificial_language_g0_7_m6,85,((((((((2 * 2) + 1) * 2) * 2) + 1) * 2) * 2) + 1)
artificial_language_g0_7_m6,86,((((((((2 * 2) + 1) * 2) * 2) + 1) * 2) + 1) * 2)
artificial_language_g0_7_m6,87,(((((((((2 * 2) + 1) * 2) * 2) + 1) * 2) + 1) * 2) + 1)
artificial_language_g0_7_m6,88,(((((((2 * 2) + 1) * 2) + 1) * 2) * 2) * 2)
artificial_language_g0_7_m6,89,((((((((2 * 2) + 1) * 2) + 1) * 2) * 2) * 2) + 1)
artificial_language_g0_7_m6,90,((((((((2 * 2) + 1) * 2) + 1) * 2) * 2) + 1) * 2)
artificial_language_g0_7_m6,91,(((((((((2 * 2) + 1) * 2) + 1) * 2) * 2) + 1) * 2) + 1)
artificial_language_g0_7_m6,92,((((((((2 * 2) + 1) * 2) + 1) * 2) + 1) * 2) * 2)
artificial_language_g0_7_m6,93,(((((((((2 * 2) + 1) * 2) + 1) * 2) + 1) * 2) * 2) + 1)
artificial_language_g0_7_m6,94,(((((((((2 * 2) + 1) * 2) + 1) * 2) + 1) * 2) + 1) * 2)
artificial_language_g0_7_m6,95,((((((((((2 * 2) + 1) * 2) + 1) * 2) + 1) * 2) + 1) * 2) + 1)
artificial_language_g0_7_m6,96,((((((2 + 1) * 2) * 2) * 2) * 2) * 2)
artificial_language_g0_7_m6,97,(((((((2 + 1) * 2) * 2) * 2) * 2) * 2) + 1)
artificial_language_g0_7_m6,98,(((((((2 + 1) * 2) * 2) * 2) * 2) + 1) * 2)
artificial_language_g0_7_m6,99,((((((((2 + 1) * 2) * 2) * 2) * 2) + 1) * 2) + 1)
artificial_language_g5_17_m9,1,1
artificial_language_g5_17_m9,2,2
artificial_language_g5_17_m9,3,3
artificial_language_g5_17_m9,4,4
artificial_language_g5_17_m9,5,5
artificial_language_g5_17_m9,6,6
artificial_language_g5_17_m9,7,7
artificial_language_g5_17_m9,8,8
artificial_language_g5_17_m9,9,9
artificial_language_g5_17_m9,10,10
artificial_language_g5_17_m9,11,(10 + 1)
artificial_language_g5_17_m9,12,(10 + 2)
artificial_language_g5_17_m9,13,(10 + 3)
artificial_language_g5_17_m9,14,(10 + 4)
artificial_language_g5_17_m9,15,(10 + 5)
artificial_language_g5_17_m9,16,(10 + 6)
artificial_language_g5_17_m9,17,(10 + 7)
artificial_language_g5_17_m9,18,(10 + 8)
artificial_language_g5_17_m9,19,(10 + 9)
artificial_language_g5_17_m9,20,(2 * 10)
artificial_language_g5_17_m9,21,((2 * 10) + 1)
artificial_language_g5_17_m9,22,((2 * 10) + 2)
artificial_language_g5_17_m9,23,((2 * 10) + 3)
artificial_language_g5_17_m9,24,((2 * 10) + 4)
artificial_language_g5_17_m9,25,((2 * 10) + 5)
artificial_language_g5_17_m9,26,((2 * 10) + 6)
artificial_language_g5_17_m9,27,((2 * 10) + 7)
artificial_language_g5_17_m9,28,((2 * 10) + 8)
artificial_language_g5_17_m9,29,((2 * 10) + 9)
artificial_language_g5_17_m9,30,(3 * 10)
artificial_language_g5_17_m9,31,((3 * 10) + 1)
artificial_language_g5_17_m9,32,((3 * 10) + 2)
artificial_language_g5_17_m9,33,((3 * 10) + 3)
artificial_language_g5_17_m9,34,((3 * 10) + 4)
artificial_language_g5_17_m9,35,((3 * 10) + 5)
artificial_language_g5_17_m9,36,((3 * 10) + 6)
artificial_language_g5_17_m9,37,((3 * 10) + 7)
artificial_language_g5_17_m9,38,((3 * 10) + 8)
artificial_language_g5_17_m9,39,((3 * 10) + 9)
artificial_language_g5_17_m9,40,(4 * 10)
artificial_language_g5_17_m9,41,((4 * 10) + 1)
artificial_language_g5_17_m9,42,((4 * 10) + 2)
artificial_language_g5_17_m9,43,((4 * 10) + 3)
artificial_language_g5_17_m9,44,((4 * 10) + 4)
artificial_language_g5_17_m9,45,((4 * 10) + 5)
artificial_language_g5_17_m9,46,((4 * 10) + 6)
artificial_language_g5_17_m9,47,((4 * 10) + 7)
artificial_language_g5_17_m9,48,((4 * 10) + 8)
artificial_language_g5_17_m9,49,((4 * 10) + 9)
artificial_language_g5_17_m9,50,(5 * 10)
artificial_language_g5_17_m9,51,((5 * 10) + 1)
artificial_language_g5_17_m9,52,((5 * 10) + 2)
artificial_language_g5_17_m9,53,((5 * 10) + 3)
artificial_language_g5_17_m9,54,((5 * 10) + 4)
artificial_language_g5_17_m9,55,((5 * 10) + 5)
artificial_language_g5_17_m9,56,((5 * 10) + 6)
artificial_language_g5_17_m9,57,((5 * 10) + 7)
artificial_language_g5_17_m9,58,((5 * 10) + 8)
artificial_language_g5_17_m9,59,((5 * 10) + 9)
artificial_language_g5_17_m9,60,(6 * 10)
artificial_language_g5_17_m9,61,((6 * 10) + 1)
artificial_language_g5_17_m9,62,((6 * 10) + 2)
artificial_language_g5_17_m9,63,((6 * 10) + 3)
artificial_language_g5_17_m9,64,((6 * 10) + 4)
artificial_language_g5_17_m9,65,((6 * 10) + 5)
artificial_language_g5_17_m9,66,((6 * 10) + 6)
artificial_language_g5_17_m9,67,((6 * 10) + 7)
artificial_language_g5_17_m9,68,((6 * 10) + 8)
artificial_language_g5_17_m9,69,((6 * 10) + 9)
artificial_language_g5_17_m9,70,(7 * 10)
artificial_language_g5_17_m9,71,((7 * 10) + 1)
artificial_language_g5_17_m9,72,((7 * 10) + 2)
artificial_language_g5_17_m9,73,((7 * 10) + 3)
artificial_language_g5_17_m9,74,((7 * 10) + 4)
artificial_language_g5_17_m9,75,((7 * 10) + 5)
artificial_language_g5_17_m9,76,((7 * 10) + 6)
artificial_language_g5_17_m9,77,((7 * 10) + 7)
artificial_language_g5_17_m9,78,((7 * 10) + 8)
artificial_language_g5_17_m9,79,((7 * 10) + 9)
artificial_language_g5_17_m9,80,(8 * 10)
artificial_language_g5_17_m9,81,((8 * 10) + 1)
artificial_language_g5_17_m9,82,((8 * 10) + 2)
artificial_language_g5_17_m9,83,((8 * 10) + 3)
artificial_language_g5_17_m9,84,((8 * 10) + 4)
artificial_language_g5_17_m9,85,((8 * 10) + 5)
artificial_language_g5_17_m9,86,((8 * 10) + 6)
artificial_language_g5_17_m9,87,((8 * 10) + 7)
artificial_language_g5_17_m9,88,((8 * 10) + 8)
artificial_language_g5_17_m9,89,((8 * 10) + 9)
artificial_language_g5_17_m9,90,(9 * 10)
artificial_language_g5_17_m9,91,((9 * 10) + 1)
artificial_language_g5_17_m9,92,((9 * 10) + 2)
artificial_language_g5_17_m9,93,((9 * 10) + 3)
artificial_language_g5_17_m9,94,((9 * 10) + 4)
artificial_language_g5_17_m9,95,((9 * 10) + 5)
artificial_language_g5_17_m9,96,((9 * 10) + 6)
artificial_language_g5_17_m9,97,((9 * 10) + 7)
artificial_language_g5_17_m9,98,((9 * 10) + 8)
artificial_language_g5_17_m9,99,((9 * 10) + 9)
artificial_language_g5_17_m10,1,1
artificial_language_g5_17_m10,2,2
artificial_language_g5_17_m10,3,3
artificial_language_g5_17_m10,4,4
artificial_language_g5_17_m10,5,5
artificial_language_g5_17_m10,6,6
artificial_language_g5_17_m10,7,7
artificial_language_g5_17_m10,8,8
artificial_language_g5_17_m10,9,(8 + 1)
artificial_language_g5_17_m10,10,(8 + 2)
artificial_language_g5_17_m10,11,(8 + 3)
artificial_language_g5_17_m10,12,(8 + 4)
artificial_language_g5_17_m10,13,(8 + 5)
artificial_language_g5_17_m10,14,(8 + 6)
artificial_language_g5_17_m10,15,(8 + 7)
artificial_language_g5_17_m10,16,(2 * 8)
artificial_language_g5_17_m10,17,((2 * 8) + 1)
artificial_language_g5_17_m10,18,((2 * 8) + 2)
artificial_language_g5_17_m10,19,((2 * 8) + 3)
artificial_language_g5_17_m10,20,((2 * 8) + 4)
artificial_language_g5_17_m10,21,((2 * 8) + 5)
artificial_language_g5_17_m10,22,((2 * 8) + 6)
artificial_language_g5_17_m10,23,((2 * 8) + 7)
artificial_language_g5_17_m10,24,(3 * 8)
artificial_language_g5_17_m10,25,((3 * 8) + 1)
artificial_language_g5_17_m10,26,((3 * 8) + 2)
artificial_language_g5_17_m10,27,((3 * 8) + 3)
artificial_language_g5_17_m10,28,((3 * 8) + 4)
artificial_language_g5_17_m10,29,((3 * 8) + 5)
artificial_language_g5_17_m10,30,((3 * 8) + 6)
artificial_language_g5_17_m10,31,((3 * 8) + 7)
artificial_language_g5_17_m10,32,(4 * 8)
artificial_language_g5_17_m10,33,((4 * 8) + 1)
artificial_language_g5_17_m10,34,((4 * 8) + 2)
artificial_language_g5_17_m10,35,((4 * 8) + 3)
artificial_language_g5_17_m10,36,((4 * 8) + 4)
artificial_language_g5_17_m10,37,((4 * 8) + 5)
artificial_language_g5_17_m10,38,((4 * 8) + 6)
artificial_language_g5_17_m10,39,((4 * 8) + 7)
artificial_language_g5_17_m10,40,(5 * 8)
artificial_language_g5_17_m10,41,((5 * 8) + 1)
artificial_language_g5_17_m10,42,((5 * 8) + 2)
artificial_language_g5_17_m10,43,((5 * 8) + 3)
artificial_language_g5_17_m10,44,((5 * 8) + 4)
artificial_language_g5_17_m10,45,((5 * 8) + 5)
artificial_language_g5_17_m10,46,((5 * 8) + 6)
artificial_language_g5_17_m10,47,((5 * 8) + 7)
artificial_language_g5_17_m10,48,(6 * 8)
artificial_language_g5_17_m10,49,((6 * 8) + 1)
artificial_language_g5_17_m10,50,((6 * 8) + 2)
artificial_language_g5_17_m10,51,((6 * 8) + 3)
artificial_language_g5_17_m10,52,((6 * 8) + 4)
artificial_language_g5_17_m10,53,((6 * 8) + 5)
artificial_language_g5_17_m10,54,((6 * 8) + 6)
artificial_language_g5_17_m10,55,((6 * 8) + 7)
artificial_language_g5_17_m10,56,(7 * 8)
artificial_language_g5_17_m10,57,((7 * 8) + 1)
artificial_language_g5_17_m10,58,((7 * 8) + 2)
artificial_language_g5_17_m10,59,((7 * 8) + 3)
artificial_language_g5_17_m10,60,((7 * 8) + 4)
artificial_language_g5_17_m10,61,((7 * 8) + 5)
artificial_language_g5_17_m10,62,((7 * 8) + 6)
artificial_language_g5_17_m10,63,((7 * 8) + 7)
artificial_language_g5_17_m10,64,(8 * 8)
artificial_language_g5_17_m10,65,((8 * 8) + 1)
artificial_language_g5_17_m10,66,((8 * 8) + 2)
artificial_language_g5_17_m10,67,((8 * 8) + 3)
artificial_language_g5_17_m10,68,((8 * 8) + 4)
artificial_language_g5_17_m10,69,((8 * 8) + 5)
artificial_language_g5_17_m10,70,((8 * 8) + 6)
artificial_language_g5_17_m10,71,((8 * 8) + 7)
artificial_language_g5_17_m10,72,((8 + 1) * 8)
artificial_language_g5_17_m10,73,(((8 + 1) * 8) + 1)
artificial_language_g5_17_m10,74,(((8 + 1) * 8) + 2)
artificial_language_g5_17_m10,75,(((8 + 1) * 8) + 3)
artificial_language_g5_17_m10,76,(((8 + 1) * 8) + 4)
artificial_language_g5_17_m10,77,(((8 + 1) * 8) + 5)
artificial_language_g5_17_m10,78,(((8 + 1) * 8) + 6)
artificial_language_g5_17_m10,79,(((8 + 1) * 8) + 7)
artificial_language_g5_17_m10,80,((8 + 2) * 8)
artificial_language_g5_17_m10,81,(((8 + 2) * 8) + 1)
artificial_language_g5_17_m10,82,(((8 + 2) * 8) + 2)
artificial_language_g5_17_m10,83,(((8 + 2) * 8) + 3)
artificial_language_g5_17_m10,84,(((8 + 2) * 8) + 4)
artificial_language_g5_17_m10,85,(((8 + 2) * 8) + 5)
artificial_language_g5_17_m10,86,(((8 + 2) * 8) + 6)
artificial_language_g5_17_m10,87,(((8 + 2) * 8) + 7)
artificial_language_g5_17_m10,88,((8 + 3) * 8)
artificial_language_g5_17_m10,89,(((8 + 3) * 8) + 1)
artificial_language_g5_17_m10,90,(((8 + 3) * 8) + 2)
artificial_language_g5_17_m10,91,(((8 + 3) * 8) + 3)
artificial_language_g5_17_m10,92,(((8 + 3) * 8) + 4)
artificial_language_g5_17_m10,93,(((8 + 3) * 8) + 5)
artificial_language_g5_17_m10,94,(((8 + 3) * 8) + 6)
artificial_language_g5_17_m10,95,(((8 + 3) * 8) + 7)
artificial_language_g5_17_m10,96,((8 + 4) * 8)
artificial_language_g5_17_m10,97,(((8 + 4) * 8) + 1)
artificial_language_g5_17_m10,98,(((8 + 4) * 8) + 2)
